date,no2_mean,no2_min,no2_max,no2_stdev,no2_sample_count,no2_nodata_count,co_mean,co_min,co_max,co_stdev,co_sample_count,co_nodata_count,o3_mean,o3_min,o3_max,o3_stdev,o3_sample_count,o3_nodata_count,so2_mean,so2_min,so2_max,so2_stdev,so2_sample_count,so2_nodata_count
2025-09-13,4.4121130486018956e-05,4.1879280615830794e-05,4.636298035620712e-05,2.2418498701881617e-06,2,0,,,,,2,2,0.1169985868036747,0.11692643165588379,0.1170707419514656,7.215514779090881e-05,2,0,0.0003214636672055349,0.00029647257179021835,0.0003464547626208514,2.4991095415316522e-05,2,0
2025-09-14,3.597491013351828e-05,3.3684304071357474e-05,3.8265516195679083e-05,2.290606062160805e-06,2,0,0.023827778175473213,0.023827778175473213,0.023827778175473213,0.0,2,0,0.11636271327733994,0.11625026911497116,0.11647515743970871,0.00011244416236877441,2,0,7.527243360527791e-05,6.022556044626981e-05,9.031930676428601e-05,1.50468731590081e-05,2,0
2025-09-15,,,,,2,2,0.031468335539102554,0.031468335539102554,0.031468335539102554,0.0,2,0,0.11564643681049347,0.11564643681049347,0.11564643681049347,0.0,2,0,0.0001269711065106094,0.0001269711065106094,0.0001269711065106094,0.0,2,0
2025-09-16,,,,,2,2,0.026185110211372375,0.026185110211372375,0.026185110211372375,0.0,2,0,0.11546879261732101,0.11546879261732101,0.11546879261732101,0.0,2,0,0.00031757456599734724,0.00031757456599734724,0.00031757456599734724,0.0,2,0
2025-09-17,,,,,2,2,0.03618527203798294,0.03618527203798294,0.03618527203798294,0.0,2,0,0.1128387600183487,0.1128387600183487,0.1128387600183487,0.0,2,0,,,,,2,2
2025-09-18,4.5665640755032655e-05,3.0255954698077403e-05,6.10753268119879e-05,1.5409686056955252e-05,2,0,,,,,2,2,0.11318327859044075,0.11232251673936844,0.11404404044151306,0.0008607618510723114,2,0,,,,,2,2
2025-09-19,3.10430841636844e-05,3.10430841636844e-05,3.10430841636844e-05,0.0,2,0,0.027853013947606087,0.027853013947606087,0.027853013947606087,0.0,2,0,0.11152219027280807,0.11152219027280807,0.11152219027280807,0.0,2,0,3.691986785270274e-05,3.691986785270274e-05,3.691986785270274e-05,0.0,2,0
2025-09-20,9.415690874448046e-05,9.415690874448046e-05,9.415690874448046e-05,0.0,2,1,0.025820007547736168,0.025820007547736168,0.025820007547736168,0.0,2,0,,,,,2,2,,,,,2,2
2025-09-21,,,,,2,2,0.02890292275696993,0.0288989320397377,0.028906913474202156,3.9907172322273254e-06,2,0,0.11248358339071274,0.11248358339071274,0.11248358339071274,0.0,2,0,-0.00029504625126719475,-0.00029504625126719475,-0.00029504625126719475,0.0,2,0
2025-09-22,5.0964448746526614e-05,5.0964448746526614e-05,5.0964448746526614e-05,0.0,2,0,0.03086387924849987,0.03086387924849987,0.03086387924849987,0.0,2,0,0.11394903063774109,0.11394903063774109,0.11394903063774109,0.0,2,0,0.0003953103441745043,0.0003953103441745043,0.0003953103441745043,0.0,2,0
2025-09-23,,,,,2,2,0.03748190030455589,0.036881931126117706,0.03808186948299408,0.0005999691784381866,2,0,0.1120632067322731,0.1120632067322731,0.1120632067322731,0.0,2,0,0.00039260697667486966,0.00039260697667486966,0.00039260697667486966,0.0,2,0
2025-09-24,,,,,2,2,0.04521559178829193,0.04521559178829193,0.04521559178829193,0.0,2,0,0.11329097300767899,0.11329097300767899,0.11329097300767899,0.0,2,0,0.00010362020111642778,0.00010362020111642778,0.00010362020111642778,0.0,2,0
2025-09-25,4.890987474936992e-05,4.890987474936992e-05,4.890987474936992e-05,0.0,2,0,,,,,2,2,0.11315610259771347,0.11315610259771347,0.11315610259771347,0.0,2,0,9.621154276828747e-06,9.621154276828747e-06,9.621154276828747e-06,0.0,2,0
2025-09-26,4.4748645450454205e-05,4.4748645450454205e-05,4.4748645450454205e-05,0.0,2,0,,,,,2,2,0.11345287412405014,0.11345287412405014,0.11345287412405014,0.0,2,0,-6.522796320496127e-05,-6.522796320496127e-05,-6.522796320496127e-05,0.0,2,0
2025-09-27,3.7472054827958345e-05,3.7472054827958345e-05,3.7472054827958345e-05,0.0,2,0,0.03271438181400299,0.03271438181400299,0.03271438181400299,0.0,2,0,0.11746636778116226,0.11746636778116226,0.11746636778116226,0.0,2,0,0.0014283846830949187,0.0014283846830949187,0.0014283846830949187,0.0,2,0
2025-09-28,1.3505949937098194e-05,1.3505949937098194e-05,1.3505949937098194e-05,0.0,2,0,0.03132934495806694,0.03132934495806694,0.03132934495806694,0.0,2,0,0.11777590960264206,0.11777590960264206,0.11777590960264206,0.0,2,0,5.921811316511594e-05,5.921811316511594e-05,5.921811316511594e-05,0.0,2,0
2025-09-29,4.416687261254992e-05,3.69015870091971e-05,5.1432158215902746e-05,7.265285603352822e-06,2,0,0.02768418937921524,0.02768418937921524,0.02768418937921524,0.0,2,0,0.1160787083208561,0.11590205878019333,0.11625535786151886,0.0001766495406627655,2,0,7.513441232731566e-05,-8.537678513675928e-05,0.0002356456097913906,0.00016051119746407494,2,0
2025-09-30,,,,,2,2,,,,,2,2,,,,,2,2,,,,,2,2
2025-10-01,,,,,2,2,,,,,2,2,0.11518831551074982,0.11518831551074982,0.11518831551074982,0.0,2,0,,,,,2,2
2025-10-02,8.273937055491842e-05,6.416674295905977e-05,0.00010131199815077707,1.857262759585865e-05,2,0,0.03025168925523758,0.03025168925523758,0.03025168925523758,0.0,2,0,0.11558951437473297,0.11534557491540909,0.11583345383405685,0.00024393945932388306,2,0,-0.0003785173175856471,-0.0005754962330684066,-0.00018153840210288763,0.00019697891548275948,2,0
2025-10-03,,,,,2,2,0.032142240554094315,0.031425151973962784,0.032859329134225845,0.0007170885801315308,2,0,0.11410676687955856,0.11400562524795532,0.1142079085111618,0.00010114163160324097,2,0,-9.474537364440039e-05,-9.474537364440039e-05,-9.474537364440039e-05,0.0,2,1
2025-10-04,6.848281918792054e-05,6.836542161181569e-05,6.860021676402539e-05,1.1739757610484958e-07,2,0,0.033240001648664474,0.033240001648664474,0.033240001648664474,0.0,2,0,0.11461035907268524,0.11436143517494202,0.11485928297042847,0.0002489238977432251,2,0,2.6551480914349668e-05,-4.8994628741638735e-05,0.00010209759057033807,7.55461096559884e-05,2,0
2025-10-05,4.639193866751157e-05,4.639193866751157e-05,4.639193866751157e-05,0.0,2,0,0.03530701622366905,0.03530701622366905,0.03530701622366905,0.0,2,0,0.11541850119829178,0.11541850119829178,0.11541850119829178,0.0,2,0,-0.00026638267445378006,-0.00026638267445378006,-0.00026638267445378006,0.0,2,0
